dataset	n_passes	splats_budget	iters_budget	n_splats_final	psnr_db	ssim	mse	rel_l2	max_abs_error	fit_time_s	timestamp
opencell_lmnb1_ch1	1	32000	10000	31098	33.4509	0.909642	0.00045176	0.145037	0.429876	100.18	2026-04-15T23:58:48
opencell_lmnb1_ch1	2	32000	10000	29572	33.4141	0.901073	0.00045560	0.145653	0.746059	43.46	2026-04-15T23:59:33
opencell_lmnb1_ch1	4	32000	10000	29780	32.7970	0.921323	0.00052517	0.156379	0.814930	53.64	2026-04-16T00:00:28
opencell_lmnb1_ch1	8	32000	10000	29726	31.3870	0.918926	0.00072660	0.183940	0.816959	59.54	2026-04-16T00:01:28
