dataset	n_passes	splats_budget	iters_budget	n_splats_final	psnr_db	ssim	mse	rel_l2	max_abs_error	fit_time_s	timestamp
kidney_dapi	1	32000	10000	31664	33.6962	0.962100	0.00042695	0.111321	0.338306	64.20	2026-04-16T00:02:45
kidney_dapi	2	32000	10000	30338	33.3654	0.958833	0.00046074	0.115642	0.486578	24.80	2026-04-16T00:03:10
kidney_dapi	4	32000	10000	30167	31.6283	0.944580	0.00068734	0.141245	0.495167	22.21	2026-04-16T00:03:33
kidney_dapi	8	32000	10000	30107	29.6664	0.924414	0.00107984	0.177039	0.610650	22.17	2026-04-16T00:03:55
